koi_disposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_teq,koi_steff,koi_slogg,koi_srad
CONFIRMED,21.80451611,190.49737,0.751,3.4097,1.14E+03,543,5481,4.629,0.708
CONFIRMED,10.28194593,175.33988,0.168,3.4366,1.11E+03,680,5196,4.593,0.775
CONFIRMED,18.11993039,182.61535,0.206,4.2309,1.51E+03,563,5196,4.593,0.775
CONFIRMED,3.78402867,133.28133,0.691,1.9012,4.26E+02,949,5196,4.593,0.775
CONFIRMED,5.15448142,171.6389,0.933,3.228,6.98E+02,964,5431,4.457,0.884
FALSE POSITIVE,33.80364366,202.259731,0.023,11.4813,1.35E+04,745,5855,3.999,1.796
CONFIRMED,5.743469797,174.898924,0.001,3.4412,1.24E+03,982,5897,4.531,0.891
CANDIDATE,39.4759093,173.31207,0.938,2.968,1.01E+03,577,6225,4.45,1.031
FALSE POSITIVE,19.97448524,171.6300909,0.886,4.23479,4.03E+04,700,6108,4.471,0.997
CONFIRMED,3.166353562,170.966145,0.032,3.3129,1.47E+03,1273,6007,4.47,0.998
FALSE POSITIVE,23.89963441,188.982797,1.245,3.81881,2.10E+04,652,6192,4.503,0.924
CONFIRMED,3.388012244,170.5336,0.433,2.6849,2.80E+02,1315,5553,4.221,1.25
CONFIRMED,5.83909761,132.09261,0.341,3.1915,2.74E+02,1097,5553,4.221,1.25
CONFIRMED,1.620467654,132.06388,0.271,2.1888,1.60E+02,1681,5553,4.221,1.25
CONFIRMED,10.6816951,131.55082,0.646,3.605,3.08E+02,897,5553,4.221,1.25
CONFIRMED,6.104849417,169.573477,0.041,4.6912,2.09E+03,784,5085,4.584,0.712
CONFIRMED,3.578780566,134.0304187,0.079,2.91089,1.14E+04,1145,5524,4.421,0.994
FALSE POSITIVE,3.187067566,171.64976,1.234,3.119,1.04E+03,1079,5450,4.552,0.811
CONFIRMED,5.826657508,173.011411,0.033,2.9183,1.54E+03,1013,5561,4.362,1.06
CONFIRMED,12.41216347,142.54039,0.021,3.739,6.11E+02,787,5561,4.362,1.06
CONFIRMED,18.74649011,147.13074,0.508,3.895,7.97E+02,686,5561,4.362,1.06
CONFIRMED,20.86021229,180.017757,0.066,5.1937,1.91E+03,781,6035,4.22,1.257
CONFIRMED,42.63427848,141.16954,0.142,6.1998,1.72E+03,615,6035,4.22,1.257
CONFIRMED,87.6476068,134.94222,0.147,8.871,1.01E+03,484,6035,4.22,1.257
CANDIDATE,9.61731426,142.47479,0.331,3.8692,2.34E+02,1010,6035,4.22,1.257
CONFIRMED,9.467821474,178.415842,0.081,2.4327,2.24E+03,407,3582,4.807,0.458
CONFIRMED,0.893040969,134.540342,0.009,1.0981,7.42E+02,893,3582,4.807,0.458
CONFIRMED,4.942783419,136.3294353,0.566,3.25346,1.11E+04,1008,5514,4.459,0.978
CONFIRMED,20.83426731,176.58569,0.256,4.0454,9.88E+02,595,5537,4.549,0.88
CONFIRMED,9.94602357,171.70192,0.035,3.3862,9.95E+02,807,5344,4.365,1.013
CONFIRMED,1.04562195,133.91912,0.037,1.8955,2.13E+02,1710,5344,4.365,1.013
CONFIRMED,5.71462396,132.63866,0.503,2.336,2.98E+02,971,5344,4.365,1.013
FALSE POSITIVE,102.9641952,158.07473,0.922,15.735,1.90E+03,797,5047,3.066,7.119
CONFIRMED,8.14515981,140.56811,0.965,5.073,4.47E+02,1050,5896,4.197,1.24
CONFIRMED,18.9985279,144.74157,1.3,4.529,4.31E+02,792,5896,4.197,1.24
CONFIRMED,4.24439049,137.06643,0.949,3.282,1.74E+02,1305,5896,4.197,1.24
CANDIDATE,90.1240507,356.23415,0.698,11.649,3.02E+03,485,6520,4.375,1.215
CONFIRMED,28.5742692,143.8315,0.068,4.9427,8.25E+02,538,5551,4.508,0.812
CANDIDATE,856.672115,228.44988,0.1158,23.144,8.58E+02,242,6449,4.232,1.309
CANDIDATE,0.689210173,133.28584,0.154,1.6169,1.95E+02,1943,5630,4.505,0.954
CONFIRMED,7.34373964,137.29874,0.185,1.1784,5.74E+02,839,5757,4.597,0.762
FALSE POSITIVE,0.445277068,133.52312,1.2962,3.539,1.87E+02,2562,6167,4.444,1.064
FALSE POSITIVE,0.379463865,170.2480164,1.246,0.86896,1.97E+03,3000,5075,3.892,1.783
FALSE POSITIVE,9.88047978,173.608672,1.02,2.78458,1.85E+04,860,6113,4.512,0.917
FALSE POSITIVE,4.6484156,261.09395,0.968,38.1939,1.28E+02,2259,6980,3.577,3.482
FALSE POSITIVE,17.51201477,174.282592,0.994,1.8248,4.51E+03,804,6224,4.33,1.132
CANDIDATE,3.9886021,171.01852,0.06,1.7376,6.74E+02,3145,4813,2.472,13.652
CANDIDATE,0.533059312,171.2274419,1.263,1.8621,1.50E+03,5862,8523,3.559,4.051
FALSE POSITIVE,0.525154153,133.744359,1.226,2.1441,7.48E+02,2073,5582,4.497,0.846
FALSE POSITIVE,1.303861044,134.212059,1.258,4.0541,5.98E+02,1610,5758,4.475,0.902
FALSE POSITIVE,0.73452496,133.43108,,6.7,,,,,
FALSE POSITIVE,2.55549176,134.50078,1.228,9.083,1.14E+02,1312,5948,4.508,0.901
FALSE POSITIVE,2.947376671,171.522978,2.641,2.0911,4.33E+02,2404,8090,4.002,2.234
CONFIRMED,224.7789355,142.095338,0.652,11.1899,3.49E+03,333,5873,4.293,1.235
FALSE POSITIVE,0.890110752,133.2647,0.216,0.8774,3.22E+02,1372,4768,4.628,0.711
FALSE POSITIVE,5.76573396,133.30941,0.708,2.924,2.48E+02,1964,5772,3.364,4.434
CONFIRMED,7.42608123,139.90039,0.097,3.6379,4.43E+02,1037,6049,4.353,1.176
CONFIRMED,15.9868932,137.5964,0.533,4.158,1.79E+02,803,6049,4.353,1.176
FALSE POSITIVE,0.73094589,133.68876,1.169,4.32,2.50E+02,1922,5901,4.553,0.848
CONFIRMED,18.92537246,149.49558,0.806,3.9835,6.41E+02,1171,4941,3.317,4.885
FALSE POSITIVE,0.933749106,134.31831,0.736,4.256,1.86E+02,2863,6215,3.849,2.188
FALSE POSITIVE,2.037440623,133.59962,0.715,3.442,1.19E+02,1572,6253,4.415,1.015
CANDIDATE,129995.7784,393.59962,0.7127,9.408,1.47E+03,25,4500,4.572,0.726
CONFIRMED,31.5925809,142.9649,0.283,13.566,1.45E+02,688,5676,4.1,1.487
CONFIRMED,17.157236,133.68951,0.238,11.284,1.10E+02,844,5676,4.1,1.487
CONFIRMED,1.97376085,178.6894194,0.337,1.82542,3.02E+04,753,3807,4.762,0.503
CANDIDATE,13.11896244,261.539434,0.042,4.3045,3.72E+02,1768,7221,3.488,4.24
FALSE POSITIVE,4.618767792,133.386535,0.766,5.9957,4.40E+03,1170,6013,4.381,1.033
CANDIDATE,7.82187328,123.49907,0.005,3.8417,4.22E+01,2101,7221,3.488,4.24
CANDIDATE,53.5057611,172.98304,0.46,10.5616,1.96E+02,675,6247,4.016,1.762
CONFIRMED,2.785821236,260.83731,0.893,3.5599,6.89E+01,1784,6202,4.026,1.733
FALSE POSITIVE,52.56901867,184.971267,1.197,6.7507,2.69E+04,737,7240,4.178,1.717
FALSE POSITIVE,3.411758679,133.18086,1.213,3.158,5.71E+02,684,3995,4.71,0.561
FALSE POSITIVE,0.525426427,133.187901,0.113,1.0801,3.25E+02,2069,5791,4.575,0.802
CONFIRMED,1.269091415,133.343682,0.412,1.4647,3.41E+02,1331,5041,4.576,0.766
CONFIRMED,2.853133997,133.79678,0.698,1.465,2.77E+02,1016,5041,4.576,0.766
CONFIRMED,6.79685353,138.11324,0.62,3.1702,3.93E+02,985,6061,4.486,0.97
FALSE POSITIVE,8.667822346,137.341841,1.276,4.9658,2.12E+03,1303,6266,3.923,1.889
CONFIRMED,1.475323222,131.83272,0.136,2.3155,1.55E+02,2740,4941,3.317,4.885
CONFIRMED,4.15246118,134.57991,0.639,2.5755,2.23E+02,1941,4941,3.317,4.885
FALSE POSITIVE,6.7210783,134.7775984,,7.46,,,,,
CONFIRMED,8.7348852,135.0818,0.314,4.49,2.71E+02,890,5982,4.493,0.96
FALSE POSITIVE,10.26547688,136.49663,0.69,3.733,4.00E+02,770,5699,4.553,0.853
CANDIDATE,13.4471791,132.830555,0.963,3.0454,1.43E+03,848,6276,4.405,1.041
FALSE POSITIVE,3.305577989,180.68154,1.145,2.5903,1.80E+04,1027,5534,4.629,0.707
FALSE POSITIVE,4.800653901,134.365782,0.785,9.0419,1.53E+04,1347,6715,4.347,1.241
FALSE POSITIVE,15.06649901,140.654788,1.018,5.9885,3.63E+04,932,5751,4.028,1.626
FALSE POSITIVE,34.82008158,163.015559,0.663,11.1711,1.88E+04,459,5114,4.522,0.784
FALSE POSITIVE,0.651784374,133.111707,1.224,2.0141,2.78E+03,2090,5555,4.375,1.061
FALSE POSITIVE,1.353771892,261.43662,1.203,7.012,1.35E+03,4903,4283,2.012,15.76
FALSE POSITIVE,18.95491633,262.46677,1.228,24.249,8.68E+02,1139,6362,3.761,2.534
FALSE POSITIVE,4.348866254,262.72768,1.187,3.2797,6.26E+02,6421,3598,0.65,101.451
FALSE POSITIVE,47.93094546,179.096467,1.272,2.6897,2.14E+03,905,8214,4.104,1.938
FALSE POSITIVE,3.99751422,261.7243,0.0303,3.686,3.28E+01,2203,5066,3.122,5.324
FALSE POSITIVE,1.592633181,133.9243804,0.003,5.5605,6.33E+02,1053,4506,4.626,0.651
CANDIDATE,67.5923754,151.75056,0.728,12.249,4.16E+03,588,6038,4.082,1.744
CONFIRMED,17.02902786,143.33395,0.202,4.645,5.69E+02,755,5839,4.327,1.067
CONFIRMED,6.84619236,132.17265,0.077,3.529,2.47E+02,1022,5839,4.327,1.067
CONFIRMED,67.8321638,125.881,0.027,7.358,5.08E+02,476,5839,4.327,1.067
CONFIRMED,43.1312147,166.26105,0.67,3.198,4.48E+02,554,5839,4.327,1.067
CONFIRMED,1.224866441,133.20824,0.286,1.7086,1.96E+02,1741,5553,4.32,1.107
CONFIRMED,37.8102649,158.35799,0.061,8.733,5.70E+02,566,6085,4.451,0.973
CONFIRMED,25.93406406,149.76273,0.014,4.6142,4.15E+02,695,5952,4.287,1.225
CONFIRMED,83.4463485,158.68061,0.058,6.536,5.03E+02,471,5952,4.287,1.225
FALSE POSITIVE,7.04710032,139.79737,1.195,2.926,4.01E+02,986,5766,4.363,1.068
CONFIRMED,12.99204853,136.32016,0.091,6.0175,2.71E+02,866,5765,4.236,1.242
FALSE POSITIVE,11.11620211,133.100575,0.937,4.211,4.84E+03,853,6122,4.471,0.996
FALSE POSITIVE,1.922861499,134.658644,0.943,3.5734,1.92E+03,1392,5778,4.531,0.911
FALSE POSITIVE,0.635445336,134.184037,1.253,1.8592,2.55E+03,1177,3920,4.7,0.55
FALSE POSITIVE,1.665784138,133.863028,1.27,1.8946,2.01E+03,2636,6261,3.686,2.789
FALSE POSITIVE,55.6639167,156.35017,1.298,23.546,3.41E+03,434,5587,4.528,0.853
CONFIRMED,52.09081627,158.744665,0.065,8.6388,2.89E+03,592,6198,4.237,1.324
FALSE POSITIVE,7.1548608,266.04847,0.9848,7.694,7.80E+02,1482,7443,4.166,1.739
CONFIRMED,4.28746668,262.06245,0.374,1.5693,7.90E+02,942,5296,4.576,0.815
FALSE POSITIVE,2.002779769,261.95791,0.242,2.231,2.61E+02,1311,5346,4.44,0.892
CONFIRMED,8.18739443,260.86931,0.377,3.0472,5.18E+02,782,5251,4.494,0.849
CONFIRMED,76.0498163,161.71445,0.015,7.158,4.46E+02,372,5251,4.494,0.849
CONFIRMED,3.341799486,141.35472,0.426,2.9254,1.78E+02,1356,5873,4.293,1.235
FALSE POSITIVE,3.3226948,134.444,0.4722,3.568,7.87E+01,3859,5234,2.41,16.959
FALSE POSITIVE,36.97708808,133.62681,1.246,4.737,1.27E+03,602,5589,4.193,1.239
FALSE POSITIVE,1.851409163,133.17995,1.1117,10.232,2.33E+02,2154,7117,4.176,1.469
FALSE POSITIVE,1.303859704,134.21201,0.674,2.8239,3.67E+01,2393,6802,4.103,1.521
FALSE POSITIVE,145.5624926,146.0588,1.274,5.4126,2.93E+03,387,6148,4.346,1.095
CONFIRMED,3.749105745,135.10837,0.942,1.9826,1.83E+02,1160,5751,4.447,0.983
CONFIRMED,11.08956602,141.76142,0.02,6.2877,1.48E+02,1422,6353,3.698,2.867
CANDIDATE,7.37290344,137.60991,0.993,2.172,2.05E+02,1004,5973,4.371,1.07
FALSE POSITIVE,7.24476126,139.10497,0.04,2.3145,5.80E+01,837,5370,4.494,0.874
CANDIDATE,119.0624882,149.22223,0.968,3.1188,5.37E+03,366,5697,4.392,0.92
CONFIRMED,8.70798309,363.05638,0.063,2.4904,1.42E+03,543,4362,4.722,0.554
CANDIDATE,14.8623076,354.57297,0.324,3.161,8.40E+02,454,4362,4.722,0.554
CONFIRMED,4.17634276,352.99674,0.142,2.335,5.32E+02,694,4362,4.722,0.554
CONFIRMED,27.40229859,133.6284,0.022,6.8491,7.48E+02,734,6198,4.237,1.324
CONFIRMED,3.179267286,261.841607,0.171,1.0246,2.01E+02,1101,5511,4.554,0.857
CONFIRMED,10.38122447,268.02421,0.319,2.715,8.02E+02,672,5095,4.566,0.78
CONFIRMED,24.5709023,135.87209,0.945,3.587,7.64E+02,505,5095,4.566,0.78
FALSE POSITIVE,81.221876,184.26164,1.01,4.1135,9.88E+03,385,5619,4.536,0.874
FALSE POSITIVE,0.817026268,132.835239,0.01,2.0799,1.15E+03,1784,5619,4.536,0.874
CONFIRMED,3.024092505,132.4168573,0.424,2.8021,7.77E+03,1489,6063,4.261,1.358
FALSE POSITIVE,5.670155713,136.201739,1.267,0.9361,5.37E+02,341,3337,5.126,0.183
CONFIRMED,1.022678654,133.45422,0.019,1.3712,1.29E+02,1734,5366,4.363,1.02
CONFIRMED,12.10968709,140.21258,0.924,6.3461,2.85E+02,1005,6021,4.093,1.458
CONFIRMED,4.75796103,137.69636,0.621,4.66,1.25E+02,1372,6021,4.093,1.458
CONFIRMED,20.4972755,147.43894,0.966,8.536,2.43E+02,843,6021,4.093,1.458
FALSE POSITIVE,13.55480534,139.81609,0.497,2.288,4.83E+01,679,5370,4.494,0.874
FALSE POSITIVE,29.74454668,172.386652,0.337,23.2842,6.69E+04,455,4889,4.569,0.788
FALSE POSITIVE,14.15402428,140.698466,1.1,4.47001,6.16E+04,777,5850,4.404,1.037
FALSE POSITIVE,0.844786082,134.216987,1.297,3.5289,2.47E+03,1864,5705,4.452,0.915
FALSE POSITIVE,0.848483947,133.585301,1.264,1.4451,1.91E+03,1908,5941,4.504,0.936
FALSE POSITIVE,11.99097576,143.28437,1.269,5.7401,2.12E+03,880,6110,4.352,1.072
CONFIRMED,53.5292702,147.86464,0.346,5.668,1.09E+03,348,4736,4.624,0.708
FALSE POSITIVE,0.393726813,133.310396,1.1898,2.95,5.65E+02,2705,6277,4.449,1.031
CONFIRMED,2.757584622,133.05017,0.093,0.9267,5.63E+02,615,3683,4.84,0.424
CONFIRMED,0.928310036,133.80358,0.181,1.1899,3.76E+02,1115,4109,4.672,0.602
CONFIRMED,13.48457668,136.61808,0.011,5.0197,6.54E+02,929,6198,4.237,1.324
CONFIRMED,31.8841473,160.20696,0.938,6.122,9.10E+02,563,5779,4.477,0.974
CANDIDATE,16.15811112,143.00233,1.8572,6.049,2.32E+03,660,5619,4.536,0.874
FALSE POSITIVE,67.69213907,138.534171,0.5581,51.349,2.55E+04,1173,5355,2.754,10.703
CONFIRMED,12.06222962,138.22229,0.392,2.0584,3.00E+02,750,5547,4.451,0.933
CONFIRMED,9.93146307,136.49128,0.037,5.678,3.99E+02,931,5782,4.28,1.22
CONFIRMED,21.85362905,144.32031,0.676,3.439,3.56E+02,618,5830,4.54,0.876
CONFIRMED,8.19345065,138.99617,0.815,5.234,1.15E+02,1144,6021,4.093,1.458
FALSE POSITIVE,19.97867,137.17061,0.923,10.168,9.44E+02,1351,9651,4.229,1.895
CONFIRMED,41.8059544,142.81919,0.029,6.057,4.34E+02,533,5907,4.445,0.973
FALSE POSITIVE,15.45158184,142.21096,0.636,2.406,8.53E+01,1285,7839,4.08,2.069
FALSE POSITIVE,89.69816853,176.3060152,0.684,5.5418,2.73E+05,554,6214,4.021,1.583
FALSE POSITIVE,1.187352427,133.465454,1.222,4.999,2.07E+04,2251,6424,4.186,1.489
FALSE POSITIVE,3.012476582,135.259271,1.261,3.1424,1.14E+03,2371,8601,4.137,2.031
CONFIRMED,4.77800306,124.061465,0.02,2.7361,4.73E+02,932,5192,4.489,0.873
FALSE POSITIVE,7.814839231,357.519981,0.945,3.0122,2.01E+03,903,5887,4.499,0.931
FALSE POSITIVE,29.7452499,157.38519,0.941,22.695,7.79E+02,557,5334,4.372,1.004
CONFIRMED,5.32667299,357.12617,0.043,3.4045,6.11E+02,1007,5831,4.517,0.921
FALSE POSITIVE,0.741057213,131.947273,1.26,1.05299,2.00E+03,1730,5496,4.592,0.776
FALSE POSITIVE,2.988085455,133.27252,1.216,3.68,8.03E+02,1101,5497,4.577,0.809
FALSE POSITIVE,2.783883492,133.227846,1.255,2.4546,9.04E+02,1934,6028,3.835,2.147
FALSE POSITIVE,0.393727296,178.587454,1.228,3.02,9.04E+02,2216,5628,4.575,0.808
CONFIRMED,8.17242644,361.20157,0.926,3.902,8.64E+02,858,5705,4.499,0.905
CANDIDATE,1295.362215,176.10646,1.3935,28.297,8.71E+03,169,5609,4.346,1.048
CONFIRMED,13.0607936,137.63148,0.718,3.215,2.37E+02,734,5830,4.54,0.876
CANDIDATE,4.2989201,132.86187,0.972,2.747,2.38E+02,1046,5300,4.385,0.986
FALSE POSITIVE,25.9518461,154.88212,1.22,14.581,1.06E+03,521,5372,4.584,0.796
FALSE POSITIVE,25.9518536,154.88278,1.25,14.755,2.02E+03,494,5198,4.604,0.742
FALSE POSITIVE,5.68628739,135.89269,0.8548,17.573,5.56E+03,1059,6052,4.442,0.956
FALSE POSITIVE,15.66388695,147.395712,0.985,2.4775,5.14E+03,1060,5996,3.901,2.221
FALSE POSITIVE,4.020628573,133.638478,0.827,4.4085,2.09E+04,1232,6210,4.45,1.033
CANDIDATE,5.714817603,355.00831,0.096,3.14126,1.23E+04,943,5695,4.526,0.842
FALSE POSITIVE,185.0228822,273.185533,1.004,4.87326,4.35E+04,379,6025,4.237,1.367
FALSE POSITIVE,2.897432135,450.75739,0.967,3.1793,1.22E+03,2170,5970,3.619,2.994
CONFIRMED,8.70420525,357.55941,0.5,2.9385,1.07E+03,748,5074,4.474,0.863
CONFIRMED,8.1280933,358.68367,0.357,3.727,2.24E+02,875,5831,4.517,0.921
CANDIDATE,2.83668931,353.81531,0.33,3.031,1.66E+02,1242,5831,4.517,0.921
CONFIRMED,0.974868896,133.076265,0.12,1.6191,1.98E+02,1612,5487,4.563,0.832
CONFIRMED,4.89721006,133.39852,0.66,1.812,2.74E+02,904,5093,4.483,0.847
FALSE POSITIVE,2.757794163,135.232863,0.8,2.7644,3.90E+04,1231,5747,4.514,0.891
FALSE POSITIVE,1.914158508,134.644919,0.942,3.2917,7.83E+03,1646,6289,4.407,1.118
FALSE POSITIVE,3.98216698,135.52749,0.775,2.396,3.81E+02,1374,5570,4.066,1.548
FALSE POSITIVE,0.643794198,133.984483,1.193,1.5662,4.57E+02,2011,5958,4.561,0.83
CONFIRMED,16.08832318,139.49184,0.648,5.731,5.98E+02,875,6157,4.224,1.33
CONFIRMED,10.30067919,142.74251,0.004,4.885,2.72E+02,1015,6157,4.224,1.33
CONFIRMED,35.6757453,145.00717,0.61,7.381,4.71E+02,671,6157,4.224,1.33
CANDIDATE,1.00861677,132.109479,,0.91,,,,,
FALSE POSITIVE,161.7883271,214.039,0.267,5.31,8.78E+04,375,6018,4.327,1.212
CONFIRMED,16.56806842,146.15285,0.164,4.2647,1.33E+03,548,4987,4.602,0.716
CONFIRMED,47.3329299,151.41614,0.43,2.708,9.32E+02,386,4987,4.602,0.716
FALSE POSITIVE,0.856895349,133.67521,0.554,1.3078,8.22E+01,1881,6021,4.537,0.873
CONFIRMED,40.8065333,155.71586,0.016,13.135,3.14E+02,772,6207,3.963,2.097
CONFIRMED,2.46697039,354.93093,0.574,1.6345,3.09E+02,1139,5074,4.474,0.863
CANDIDATE,2.624234833,132.304988,0.781,1.3874,2.61E+03,1164,5340,4.514,0.899
CONFIRMED,6.61836309,360.36694,0.043,3.6813,5.49E+02,1066,5529,4.19,1.294
CONFIRMED,107.7214092,354.19522,0.003,8.042,1.40E+03,421,5529,4.19,1.294
CANDIDATE,92.77779,367.6112,0.0174,6.64,3.59E+02,410,5888,4.444,1.019
FALSE POSITIVE,5.251916208,357.321883,1.256,4.9095,1.06E+04,952,5542,4.52,0.872
CONFIRMED,9.673958488,125.339418,0.194,3.2641,9.53E+02,736,5192,4.489,0.873
FALSE POSITIVE,100.3039228,277.0607,1.256,8.702,5.45E+03,313,5055,4.566,0.772
FALSE POSITIVE,200.6110335,456.84444,,7.13,,,,,
FALSE POSITIVE,0.986620248,448.5959,1.252,3.9722,1.35E+03,2308,6243,4.176,1.385
FALSE POSITIVE,1.63484631,134.512115,,6.11,,,,,
CONFIRMED,14.12847677,142.8971,0.811,3.685,6.29E+02,739,5779,4.477,0.974
CONFIRMED,48.6478543,172.1271,0.988,5.464,6.42E+02,489,5779,4.477,0.974
CONFIRMED,8.39842977,136.31152,0.573,6.344,3.40E+02,984,6309,4.441,1.044
CONFIRMED,8.63847391,139.94684,0.049,5.4566,3.96E+02,1419,5684,3.657,3.046
CANDIDATE,422.917678,448.49648,0.7887,31.274,1.37E+03,292,5796,4.12,1.444
CONFIRMED,140.10765,216.21749,0.019,18.503,2.67E+02,511,6207,3.963,2.097
CONFIRMED,3.4815917,132.98828,0.076,1.8069,1.35E+02,1156,5405,4.374,1.022
FALSE POSITIVE,8.360616221,172.264978,0.21,7.5385,2.81E+04,1263,5463,3.79,2.445
FALSE POSITIVE,1.838514968,352.72266,0.045,2.7391,2.72E+03,1426,5751,4.508,0.94
CONFIRMED,35.61760233,197.03573,0.009,8.4559,4.63E+03,456,5123,4.523,0.779
FALSE POSITIVE,1.09206833,133.19403,0.469,1.8596,2.19E+02,1611,5639,4.551,0.859
CONFIRMED,10.12805158,139.1159,0.753,3.517,4.77E+02,767,5676,4.548,0.82
FALSE POSITIVE,1.613001111,178.52846,0.448,2.394,1.04E+02,1680,5580,4.223,1.205
CONFIRMED,3.770551475,357.11836,0.053,3.8077,1.24E+04,1302,6322,4.426,1.075
FALSE POSITIVE,1.343767797,133.275862,0.891,1.9405,4.70E+03,2654,6324,3.8,2.312
FALSE POSITIVE,29.12436474,142.16154,1.181,3.4209,6.50E+03,356,4457,4.767,0.481
FALSE POSITIVE,31.82814583,366.704854,1.276,2.917,4.46E+03,564,5908,4.507,0.92
FALSE POSITIVE,3.629442796,134.70066,0.97,5.63,4.27E+02,1434,6506,4.336,1.217
FALSE POSITIVE,0.553261874,133.446605,1.246,0.8875,1.04E+03,3689,5679,3.565,3.142
CONFIRMED,5.72812616,135.18066,0.22,2.0295,6.43E+02,569,3968,4.714,0.548
CONFIRMED,3.75574267,133.4333,0.127,2.2911,4.17E+02,977,5311,4.588,0.788
FALSE POSITIVE,7.44042933,134.76331,0.968,2.991,5.47E+02,883,5815,4.54,0.877
CONFIRMED,6.581477136,174.787814,0.137,3.0896,2.32E+03,881,5188,4.4,0.973
CONFIRMED,24.66919273,132.864236,0.073,7.03515,7.38E+03,1485,5313,2.936,9.327
CONFIRMED,2.382652873,170.66626,0.682,1.8888,7.05E+02,1237,5188,4.4,0.973
CONFIRMED,24.66461416,189.02031,0.8,2.8579,2.40E+03,567,5188,4.4,0.973
CONFIRMED,11.51517167,174.85855,0.311,2.006,1.36E+03,657,5177,4.59,0.798
CONFIRMED,7.641567589,135.407564,0.027,3.41018,2.27E+03,899,5356,4.338,1.055
FALSE POSITIVE,30.6113932,374.6216,1.264,3.576,3.47E+03,317,3900,4.727,0.534
CONFIRMED,7.40742502,355.49652,0.03,3.675,4.42E+02,938,5922,4.474,0.961
FALSE POSITIVE,569.934135,248.94045,0.919,4.1904,1.89E+04,296,5367,3.783,2.057
FALSE POSITIVE,5.09246539,357.53594,0.161,3.659,2.54E+02,844,5037,4.547,0.751
FALSE POSITIVE,110.6157662,145.83537,,5,,,,,
FALSE POSITIVE,1.103971357,354.58216,0.52,0.926,3.18E+02,1471,5409,4.609,0.746
CONFIRMED,10.91610834,133.009227,0.7699,3.6496,1.48E+03,758,5575,4.521,0.932
CONFIRMED,3.353732008,134.869597,0.051,1.4598,1.26E+03,615,3789,4.781,0.46
CONFIRMED,6.877446033,132.08426,0.79,1.3692,1.63E+03,484,3789,4.781,0.46
CONFIRMED,28.46464804,158.03986,0.035,2.6657,1.63E+03,301,3789,4.781,0.46
FALSE POSITIVE,0.293630085,133.584241,1.2329,2.3857,2.02E+03,2503,5665,4.554,0.843
CONFIRMED,42.89645024,146.0613,0.007,5.6897,5.55E+02,448,5192,4.489,0.873
FALSE POSITIVE,2.44199803,134.57095,0.856,2.759,2.52E+02,1282,5970,4.564,0.796
CANDIDATE,30.5872153,162.8842,0.013,5.3698,4.65E+02,621,5944,4.38,1.082
CONFIRMED,7.09712124,136.34514,0.05,2.1059,3.70E+02,425,3569,4.861,0.389
FALSE POSITIVE,2.6827683,134.25535,0.769,2.957,7.98E+01,1551,6180,4.262,1.223
CONFIRMED,3.601465336,171.99184,0.021,2.2753,7.78E+02,996,5052,4.48,0.855
FALSE POSITIVE,3.108251172,170.244566,0.9,2.5048,1.87E+03,1096,5330,4.495,0.847
CONFIRMED,25.8474958,188.874,0.054,5.985,5.37E+02,672,6297,4.448,1.031
CONFIRMED,40.715561,146.36485,0.008,6.894,6.81E+02,578,6297,4.448,1.031
FALSE POSITIVE,20.42720701,176.71737,0.956,3.447,1.27E+03,674,6014,4.494,0.958
FALSE POSITIVE,6.198273591,183.3731434,0.343,7.53837,4.73E+04,985,6038,4.524,0.898
FALSE POSITIVE,1.023471798,354.8182,0.974,2.3499,8.61E+02,1727,5741,4.491,0.893
FALSE POSITIVE,0.51872711,133.676312,1.199,1.252,7.14E+02,1965,5572,4.597,0.762
CONFIRMED,17.31711739,142.36094,0.684,3.1518,1.47E+03,454,4719,4.753,0.502
CONFIRMED,9.42889884,140.1046,0.011,4.4481,5.65E+02,1163,5897,3.98,1.86
FALSE POSITIVE,1.096583368,133.61436,0.421,2.1188,3.09E+02,1474,5222,4.528,0.763
CANDIDATE,9.95639775,134.29186,1.222,5.615,5.11E+02,905,6161,4.454,1.053
CONFIRMED,6.50327035,135.26657,0.08,2.591,4.18E+02,804,4999,4.49,0.843
CONFIRMED,4.09667624,133.09833,0.142,2.19,3.02E+02,938,4999,4.49,0.843
CONFIRMED,1.196548464,132.53363,0.332,1.2592,2.25E+02,1414,4999,4.49,0.843
CONFIRMED,11.47609015,135.39622,0.755,5.046,1.82E+02,984,6071,4.202,1.41
CONFIRMED,25.2630467,134.18397,0.743,6.22,1.26E+02,756,6071,4.202,1.41
FALSE POSITIVE,7.1688266,136.23827,,1.29,,,,,
CONFIRMED,0.677374687,133.94573,0.132,1.8361,7.67E+01,2099,5718,4.395,1.037
CONFIRMED,10.43547031,134.82462,0.174,3.4167,2.10E+02,759,5528,4.499,0.853
CONFIRMED,7.41084314,135.75425,0.064,3.245,1.24E+02,850,5528,4.499,0.853
CONFIRMED,28.59914031,189.92667,0.009,3.6567,1.59E+03,298,3755,4.781,0.461
CONFIRMED,24.58716355,173.70572,0.648,3.984,9.08E+02,530,5474,4.605,0.749
FALSE POSITIVE,34.19360031,155.2966351,0.625,5.41382,1.37E+04,778,6129,3.991,1.786
CONFIRMED,12.53248222,170.76535,0.668,4.0168,1.15E+03,775,5997,4.522,0.904
